ID,単語 Word,発音記号,品詞,難易度 CEFR,カテゴリ,日本語訳,例文 Example,例文訳,語源・語根,接頭辞,類義語 Synonyms,反義語 Antonyms,IELTS頻度,英検頻度,大学入試頻度,総合優先度
475,distant,,形,,IELTS VOCAB,遠い；疎遠な,The UX designer wrote a distant note about the support article in the design handoff.,UXデザイナーはデザイン引き継ぎ資料で、サポート記事について「遠い、疎遠な」という意味合いのメモを書いた。,,,,,★★★,,,🔴 必須
476,disaster,,名/他,,IELTS VOCAB,災害；惨事,The UX designer documented the disaster in the error message so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、エラーメッセージに関する災害、惨事を記録した。,,,,,★★★,,,🔴 必須
477,satisfaction,,名/他,,IELTS VOCAB,満足；満足感,The UX designer documented the satisfaction in the confirmation screen so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、確認画面に関する満足、満足感を記録した。,,,,,★★★,,,🔴 必須
478,string,,名/他,,IELTS VOCAB,ひも；文字列,The UX designer documented the string in the mobile form so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、モバイルフォームに関するひも、文字列を記録した。,,,,,★★★,,,🔴 必須
479,gentle,,形,,IELTS VOCAB,穏やかな；優しい,The UX designer wrote a gentle note about the design system in the design handoff.,UXデザイナーはデザイン引き継ぎ資料で、デザインシステムについて「穏やかな、優しい」という意味合いのメモを書いた。,,,,,★★★,,,🔴 必須
480,childhood,,名/他,,IELTS VOCAB,子供時代；幼年期,The UX designer documented the childhood in the onboarding flow so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、オンボーディングフローに関する子供時代、幼年期を記録した。,,,,,★★★,,,🔴 必須
481,delighted,,名/他,,IELTS VOCAB,喜んで；嬉しい,The UX designer wrote a delighted note about the checkout form in the design handoff.,UXデザイナーはデザイン引き継ぎ資料で、チェックアウトフォームについて「喜んで、嬉しい」という意味合いのメモを書いた。,,,,,★★★,,,🔴 必須
482,poetry,,形,,IELTS VOCAB,詩；詩的表現,The UX designer wrote a poetry note about the settings page in the design handoff.,UXデザイナーはデザイン引き継ぎ資料で、設定画面について「詩、詩的表現」という意味合いのメモを書いた。,,,,,★★★,,,🔴 必須
483,expense,,名/他,,IELTS VOCAB,費用；出費,The UX designer documented the expense in the account setup flow so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、アカウント設定フローに関する費用、出費を記録した。,,,,,★★★,,,🔴 必須
485,complain,,名/他,,IELTS VOCAB,不平を言う；苦情を言う,"The UX designer used the term ""complain"" when describing how to improve the design review.",UXデザイナーは、デザインレビューを改善する方法を説明する際に「complain」という語を使った。,,,,,★★★,,,🔴 必須
486,sensible,,形,,IELTS VOCAB,分別のある；賢明な,The UX designer wrote a sensible note about the prototype test in the design handoff.,UXデザイナーはデザイン引き継ぎ資料で、プロトタイプテストについて「分別のある、賢明な」という意味合いのメモを書いた。,,,,,★★★,,,🔴 必須
487,rely,,動/句,,IELTS VOCAB,頼る；依存する,"The UX designer used the term ""rely"" when describing how to improve the content guideline.",UXデザイナーは、コンテンツガイドラインを改善する方法を説明する際に「rely」という語を使った。,,,,,★★★,,,🔴 必須
488,export,,動/句,,IELTS VOCAB,輸出する；輸出品,"The UX designer used the term ""export"" when describing how to improve the accessibility audit.",UXデザイナーは、アクセシビリティ監査を改善する方法を説明する際に「export」という語を使った。,,,,,★★★,,,🔴 必須
489,honour,,名/他,,IELTS VOCAB,名誉；敬う,The UX designer documented the honour in the navigation model so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、ナビゲーションモデルに関する名誉、敬うを記録した。,,,,,★★★,,,🔴 必須
490,reserve,,動/句,,IELTS VOCAB,予約する；蓄え,"The UX designer used the term ""reserve"" when describing how to improve the dashboard layout.",UXデザイナーは、ダッシュボードレイアウトを改善する方法を説明する際に「reserve」という語を使った。,,,,,★★★,,,🔴 必須
491,overcome,,動/句,,IELTS VOCAB,克服する；打ち勝つ,"The UX designer used the term ""overcome"" when describing how to improve the support article.",UXデザイナーは、サポート記事を改善する方法を説明する際に「overcome」という語を使った。,,,,,★★★,,,🔴 必須
492,silly,,形,,IELTS VOCAB,愚かな；ばかな,The UX designer wrote a silly note about the error message in the design handoff.,UXデザイナーはデザイン引き継ぎ資料で、エラーメッセージについて「愚かな、ばかな」という意味合いのメモを書いた。,,,,,★★★,,,🔴 必須
493,estimate,,動/句,,IELTS VOCAB,を見積もる；見積もり,"The UX designer used the term ""estimate"" when describing how to improve the confirmation screen.",UXデザイナーは、確認画面を改善する方法を説明する際に「estimate」という語を使った。,,,,,★★★,,,🔴 必須
494,proof,,名/他,,IELTS VOCAB,証拠；証明,The UX designer documented the proof in the mobile form so the team could align on the user experience.,UXデザイナーはチームがユーザー体験について認識を合わせられるように、モバイルフォームに関する証拠、証明を記録した。,,,,,★★★,,,🔴 必須
